Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
2019,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1991,5.6,5.8,5.1,4.9,5.4,5.4,4.6
2021,5.8,7.5,7.5,7.5,5.9,5.9,5.8
2015,6.5,7.8,5.6,6.5,6.2,6.2,7.8
2001,6.0,5.8,5.4,4.5,4.5,5.2,4.5
1965,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
2011,6.4,5.8,6.5,5.9,5.9,5.9,5.8
2012,5.7,5.5,5.7,5.0,5.8,4.7,4.8
2016,5.9,5.8,5.4,5.4,6.1,5.4,5.8
1998,5.4,5.8,5.8,5.3,5.9,5.9,5.800000000000006
2011,5.6,5.3,3.6,5.2,3.9,5.5,4.8
1970,6.0,5.8,5.9,6.2,5.8,5.9,6.0
2003,5.9,6.6,6.3,6.6,6.0,6.7,6.1
1959,5.8,5.8,5.7,5.8,5.9,5.9,5.799999999999836
1999,5.7,6.0,5.8,5.3,5.8,5.7,5.5
1964,6.4,6.7,6.4,5.3,6.2,6.2,7.4
1959,5.6,5.7,5.5,5.8,5.6,5.7,6.2
1973,5.6,6.0,6.5,6.3,6.2,6.4,6.5
2000,5.6,6.0,5.9,6.0,5.1,5.1,5.3
1936,6.0,5.8,5.9,5.8,5.9,5.9,5.800000000000004
1987,6.0,6.4,6.2,5.3,5.5,4.9,5.4
1993,5.3,5.4,4.4,5.3,4.8,5.0,4.4
1996,5.6,5.2,4.1,5.5,5.0,4.4,3.2
1982,5.9,5.8,6.0,5.3,5.9,5.5,5.8
2006,6.2,6.1,4.4,5.3,5.7,6.1,4.7
1987,5.4,6.0,5.2,6.4,6.2,5.9,4.9
1990,5.5,5.9,5.2,5.6,6.2,5.3,5.8
2005,6.0,5.8,5.8,5.8,6.3,5.9,5.799999999999999
1985,5.6,5.9,6.3,5.3,5.9,5.6,5.1
1996,5.6,6.1,4.9,5.0,5.0,5.0,6.1
2001,5.7,5.8,5.8,6.3,5.8,5.6,5.8
1938,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1960,6.1,5.7,6.0,6.2,6.2,6.1,5.0
1940,6.0,5.8,5.7,5.8,5.8,7.4,5.8
1956,5.6,5.6,5.9,5.8,6.0,5.7,5.6
2000,5.4,5.8,5.3,5.5,5.5,5.5,4.8
2019,6.0,5.5,5.7,5.8,5.7,5.7,6.0
2007,6.3,5.4,4.3,5.1,5.1,4.3,4.4
2002,5.6,5.8,5.8,5.5,5.0,5.9,5.8
1982,6.0,5.8,5.9,5.9,5.9,5.9,5.816666666666666
1936,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2017,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1949,7.2,5.0,6.5,7.3,6.9,6.1,6.7
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2012,5.4,3.1,5.5,5.2,6.1,3.1,3.2
2020,5.7,5.8,5.3,5.8,5.6,5.8,5.8000000000000025
2013,5.5,6.6,5.6,5.0,5.6,5.4,5.7
1942,6.0,5.8,6.0,5.8,5.9,5.8,5.800000000000003
2016,5.7,4.4,4.9,5.3,4.1,3.2,3.0
1958,6.0,5.8,6.0,5.8,6.1,6.2,5.800000000000006
1978,6.0,5.8,5.8,6.0,5.7,6.0,5.799999999999836
2019,5.1,5.8,6.0,5.8,5.8,5.8,5.8
2015,5.7,5.6,5.5,4.2,5.2,3.3,4.9
1981,7.1,7.1,5.9,6.0,6.3,6.7,6.4
1969,6.1,5.8,6.6,7.4,5.8,7.0,7.7
1935,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2020,5.9,5.8,5.8,5.8,5.8,6.6,5.8
2021,5.7,5.8,5.8,5.8,6.6,5.8,5.799999999999999
1994,6.0,5.8,5.8,5.8,5.2,5.8,5.799999999999836
2014,5.9,5.1,6.4,5.1,5.3,5.9,5.4
1968,5.6,5.6,5.8,5.8,6.2,5.4,6.6
1996,6.4,7.5,6.9,4.9,6.4,5.9,7.5
1955,6.0,5.8,5.8,6.0,5.8,6.0,5.799999999999836
2003,5.7,5.8,5.3,5.4,5.8,5.8,5.8
1958,6.2,5.6,6.6,5.9,6.4,6.4,6.7
2019,5.5,2.2,4.2,4.2,3.4,2.9,2.3
2006,6.3,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1956,6.0,5.8,5.9,5.9,6.0,5.8,5.800000000000006
1973,6.0,5.8,6.8,7.0,6.8,6.1,7.5
1958,5.6,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1935,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1933,6.0,5.8,5.8,5.8,5.9,5.6,5.8
1962,5.6,5.8,5.8,5.8,5.8,6.0,5.799999999999836
2017,6.0,6.2,6.0,5.5,5.5,5.5,5.0
1958,5.5,6.1,6.0,6.1,5.9,6.6,7.1
1971,5.5,5.7,6.0,6.3,5.9,6.3,6.4
1978,5.5,5.7,6.1,6.4,6.7,6.3,5.8
1986,5.7,5.8,6.1,5.7,5.8,5.9,5.8
1963,6.0,5.8,5.8,6.4,5.8,5.8,5.800000000000008
1985,6.1,6.5,6.0,6.4,6.2,6.3,7.7
1993,6.0,5.8,5.8,6.3,7.3,4.7,5.8
1935,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2015,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1939,5.6,5.8,5.9,5.8,5.6,5.7,5.8
2002,5.3,5.5,4.6,5.2,4.6,5.5,4.5
2019,5.8,5.5,5.5,5.5,5.1,6.1,5.5
1968,6.6,6.2,5.8,6.2,6.4,7.0,7.4
1986,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1954,6.0,5.8,6.0,6.7,6.4,6.4,6.3
1979,6.0,5.4,6.0,6.4,6.2,6.0,6.7
2019,6.0,5.7,3.7,4.6,3.7,3.7,3.7
2019,5.3,5.8,5.8,5.8,5.8,5.8,5.799999999999998
1940,6.1,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2020,6.0,5.7,6.2,6.5,9.1,9.1,7.9
1956,5.7,5.4,6.0,5.9,5.7,6.5,6.5
2003,6.0,5.6,6.6,5.9,6.0,6.0,6.3
2013,5.7,5.7,6.6,6.6,7.4,7.4,7.400000000000001
1984,6.0,5.8,6.2,5.1,5.8,5.8,5.9
1993,5.4,5.6,6.2,5.9,5.9,5.9,6.3
1991,6.0,5.8,5.1,5.9,5.7,5.2,5.2
2008,5.8,4.8,4.8,5.0,5.0,5.9,5.1
1934,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2002,5.6,6.0,4.9,6.6,4.9,5.7,6.6
1948,5.8,5.8,6.0,6.0,5.8,6.0,5.8
1987,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2004,6.1,5.8,6.2,6.1,5.6,5.8,5.799999999999998
1974,5.9,5.6,5.0,5.6,5.7,5.8,5.4
1936,6.0,5.8,6.1,5.8,5.8,6.1,5.800000000000004
2001,6.0,5.6,5.2,5.7,5.9,5.9,5.9
1985,6.1,5.7,5.6,5.6,6.2,5.5,4.9
2002,6.0,5.8,4.7,5.8,5.2,4.5,5.8
1993,5.5,6.5,4.4,5.3,5.3,5.3,5.6
2005,6.0,5.8,5.5,6.1,5.8,5.3,3.4
2015,6.2,5.2,6.9,6.4,6.9,6.9,6.9
2018,6.4,6.1,6.3,5.9,5.9,5.9,6.0
1992,5.6,5.4,5.2,5.7,5.6,5.6,4.8
1935,6.0,5.8,5.8,5.8,5.8,6.3,5.8
2013,6.8,5.8,6.2,5.3,5.8,5.0,5.8
1999,5.7,3.6,4.4,4.6,5.1,5.4,3.6
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1991,7.3,8.0,8.0,6.3,6.4,5.9,8.0
1997,5.6,5.8,5.8,6.5,5.7,5.9,5.800000000000008
2018,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1994,6.0,5.9,5.7,4.6,5.7,6.2,4.5
1974,6.1,5.8,7.3,7.0,6.4,7.1,7.0
1934,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1950,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2016,5.8,5.9,5.4,6.3,6.0,6.0,5.3
1972,5.5,5.6,5.6,6.4,6.3,6.0,6.5
1977,5.9,5.8,5.9,5.6,5.7,5.9,5.8
1996,5.5,7.4,6.6,5.0,5.6,5.6,7.4
2003,5.8,5.8,5.8,5.8,4.3,5.8,5.8000000000000025
2018,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2021,5.7,5.8,5.8,6.6,4.6,5.8,5.8
1983,5.6,6.1,5.5,5.9,6.2,6.0,5.6
1939,6.0,5.8,5.8,6.0,5.6,5.8,5.799999999999836
2004,5.6,5.8,5.8,5.7,5.4,5.8,5.8
2012,5.8,6.6,6.6,6.2,5.8,6.6,6.5
2019,5.5,5.6,5.6,6.0,5.6,5.6,6.0
2009,5.6,6.1,5.6,5.7,5.7,5.6,5.4
2021,6.0,5.8,6.8,6.8,6.8,6.8,5.8
1999,5.4,5.8,5.9,5.9,5.9,5.9,5.800000000000005
1950,6.0,5.8,5.7,5.9,5.9,5.9,5.799999999999836
1959,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1954,5.8,6.1,5.9,6.0,6.0,5.7,6.1
2021,6.9,5.8,6.9,5.9,5.2,5.8,6.5
2004,5.6,5.6,4.2,4.2,5.9,5.9,4.7
2004,6.4,5.8,6.6,5.9,5.9,5.9,5.8
1983,6.0,5.8,6.0,5.4,5.5,5.8,6.3
1973,5.7,5.8,5.8,6.0,5.7,5.4,5.800000000000003
2016,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1958,6.1,5.8,5.8,5.9,6.0,6.0,5.8
2019,5.7,5.8,5.5,5.8,5.5,5.8,5.799999999999836
1996,5.6,5.8,6.2,5.8,5.8,5.8,5.800000000000004
2001,5.6,5.8,5.2,5.3,5.6,5.6,5.1
2014,5.5,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,5.4,5.8,5.9,5.9,5.9,5.9,5.8
2020,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2020,6.0,6.0,5.3,4.8,5.1,4.8,5.8
1990,5.4,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2001,5.8,5.8,6.4,6.0,5.1,6.0,5.8
2016,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2009,5.9,4.9,6.1,6.5,5.3,5.6,4.9
2003,6.0,5.9,5.5,6.7,5.1,6.2,5.6
1994,5.6,5.8,5.2,5.2,5.1,4.5,3.5
1992,5.5,5.2,5.6,5.7,6.3,5.0,5.3
2012,6.0,5.8,5.7,5.9,5.9,5.9,5.799999999999836
2000,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1999,5.9,6.5,5.0,5.6,6.3,5.5,5.1
2004,5.5,7.0,5.3,6.6,4.9,5.7,7.1
2004,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2018,4.9,5.6,4.8,5.7,6.2,3.5,3.5
2017,6.4,5.8,7.4,7.4,7.4,7.4,7.4
1980,5.7,5.7,4.6,5.8,5.8,6.1,5.5
2016,6.0,5.8,5.8,5.8,6.7,5.8,5.799999999999999
1956,6.0,5.8,5.8,6.1,6.1,6.1,5.8
1939,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1942,6.0,5.8,5.9,5.8,5.9,5.9,5.800000000000004
2014,6.0,6.6,4.7,4.4,4.7,4.7,5.2
1951,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1980,5.6,5.8,6.7,5.5,6.2,5.9,5.8
2020,6.8,5.8,5.8,5.5,5.8,5.8,5.800000000000005
1945,6.0,5.8,5.8,6.4,5.8,6.0,5.8
2018,5.7,6.9,7.3,6.3,6.3,7.6,7.2
1995,5.6,5.8,5.8,5.5,5.8,6.1,5.800000000000006
2019,5.7,5.8,5.8,6.4,5.8,5.8,5.800000000000008
1997,5.3,5.9,4.7,4.2,4.6,5.5,4.6
2011,5.8,5.8,5.1,5.1,5.1,5.1,5.8
2019,5.8,5.8,5.8,5.8,6.4,5.8,5.799999999999999
1991,6.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,5.6,5.8,5.2,5.8,5.6,5.3,5.8
2010,6.4,6.3,7.1,7.1,5.9,5.9,7.5
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,5.0,5.8,5.8,5.9,5.9,5.9,5.799999999999998
2005,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1973,5.6,5.6,6.3,6.1,5.9,6.1,5.5
1973,6.0,5.8,5.8,5.8,6.0,5.9,5.800000000000003
1962,6.2,7.0,6.3,6.7,5.9,6.7,7.0
2004,6.4,5.8,6.2,5.7,5.3,5.1,5.5
1992,6.0,6.1,4.9,5.0,4.3,5.3,6.1
1992,5.8,6.5,6.4,6.0,5.8,6.6,7.2
2019,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1970,5.8,5.9,5.8,6.4,6.4,5.9,6.1
1955,6.4,5.8,6.9,6.1,5.5,5.9,7.1
1998,5.8,5.8,5.8,4.7,5.9,5.4,5.8
2005,5.6,5.8,5.8,5.8,5.6,5.9,5.799999999999836
1988,5.6,5.8,6.0,5.8,5.9,5.9,5.8
1949,6.0,5.7,5.8,5.8,5.9,5.9,7.1
2006,5.5,5.9,4.8,4.9,5.6,5.1,4.8
2008,5.5,6.1,4.4,4.4,4.1,4.5,5.0
1953,6.0,5.8,5.8,5.7,5.4,5.9,5.8
1975,6.0,5.8,5.2,5.9,5.9,5.7,5.8
2015,5.8,5.4,5.9,5.9,5.9,5.9,5.900000000000001
2021,6.0,5.8,5.8,7.2,5.8,6.3,5.8
1940,6.0,5.8,6.2,5.8,5.9,5.9,5.800000000000003
2006,6.1,6.8,6.1,6.2,6.0,6.8,6.8
2001,6.3,5.9,5.3,5.3,5.3,5.6,5.8
1984,5.5,6.2,5.5,6.4,6.3,6.8,6.7
1979,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1952,6.0,5.7,6.6,6.4,8.0,8.0,8.0
2003,5.6,5.8,5.0,4.6,6.1,5.4,5.8
1973,6.2,5.7,7.3,5.7,6.4,7.2,6.7
2011,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1975,5.0,6.0,6.1,5.9,6.0,6.0,5.7
2001,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1995,5.3,4.9,5.3,5.0,5.8,5.0,5.3
1950,6.0,5.8,5.9,5.8,6.0,5.9,5.800000000000004
1939,5.6,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1945,6.0,5.8,5.9,5.8,5.4,5.8,5.8
2019,5.8,5.8,5.9,5.8,5.9,5.9,5.799999999999973
2005,5.1,4.3,4.7,5.4,3.7,5.6,3.5
1932,6.0,5.8,5.8,5.8,5.9,5.8,5.799999999999836
1947,6.1,5.8,5.8,5.8,6.2,5.9,5.8
1978,6.0,5.8,6.0,6.1,5.9,5.8,5.800000000000004
2009,5.0,6.4,6.6,6.4,5.8,5.4,6.6
1934,6.0,5.8,6.0,5.9,5.9,5.9,5.800000000000004
1966,6.0,5.8,5.8,5.8,5.8,6.0,5.799999999999836
1986,5.3,5.9,6.4,5.9,6.6,7.1,7.2
1939,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2018,5.5,5.9,6.4,6.6,6.0,6.0,6.6
2018,5.7,7.8,7.9,7.9,7.9,7.9,7.9
1956,5.6,5.8,5.8,5.6,5.8,5.8,5.800000000000006
2017,5.3,5.8,5.3,5.8,5.4,4.2,3.8
1951,6.1,5.8,6.1,5.8,6.1,5.8,5.8
2018,6.0,6.6,6.6,6.0,5.8,7.2,6.5
1967,6.0,6.0,7.3,7.9,7.2,6.9,7.9
2020,6.0,5.8,5.8,5.3,5.8,5.8,5.800000000000005
1972,6.0,5.8,5.8,5.7,6.0,5.6,5.8
1992,5.0,5.7,4.1,5.0,5.6,5.3,5.7
1939,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1995,5.5,5.4,4.9,5.0,5.0,5.0,4.1
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,5.8,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1966,6.0,5.4,6.4,6.4,6.4,6.4,6.4
2006,5.0,5.3,4.5,5.5,3.2,4.5,3.1
2020,5.3,6.3,5.5,3.5,3.5,3.5,3.9
1975,5.6,6.1,5.5,5.3,6.4,6.1,5.9
2006,5.8,6.7,4.4,4.5,5.2,4.2,3.6
2019,6.0,6.1,5.3,6.7,5.8,6.3,6.2
1981,6.2,6.6,6.6,6.0,6.0,7.0,6.2
2001,5.0,4.6,4.6,5.4,4.8,5.9,5.3
1961,6.2,5.5,6.8,6.8,6.6,6.1,7.0
1997,5.4,4.5,4.8,5.5,5.1,5.5,4.5
1993,5.5,5.8,4.4,5.7,5.5,5.8,5.8
1999,5.4,5.8,5.8,5.8,5.5,5.8,5.799999999999836
1984,6.0,6.1,6.6,7.0,6.2,6.2,7.5
1954,6.0,5.8,6.0,6.1,5.8,5.9,5.8
2021,5.8,5.8,5.8,4.8,5.6,5.9,5.8
1984,5.5,5.8,5.6,6.0,6.3,5.8,5.8
1997,6.1,7.4,6.4,6.6,6.3,6.0,6.3
1980,5.4,5.7,5.8,6.0,6.4,6.0,5.1
1964,5.6,5.8,5.9,5.9,5.8,6.2,5.800000000000004
1994,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1953,6.1,5.8,6.7,6.8,6.8,5.9,5.8
1999,6.0,5.8,5.8,5.6,4.8,5.8,5.8
1985,5.6,5.7,7.2,6.6,5.9,5.9,4.7
1988,5.5,6.0,5.9,5.7,6.2,5.1,6.1
2000,5.5,5.8,5.3,5.0,6.1,5.4,4.5
2015,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1984,6.2,5.7,5.8,6.3,5.9,6.0,5.7
1963,5.6,5.8,5.8,5.8,6.0,6.0,5.800000000000003
2013,5.8,5.8,6.8,6.8,5.9,5.9,6.900000000000001
2016,6.7,6.7,8.4,8.4,8.4,8.4,8.4
2014,5.5,4.3,5.6,5.7,4.3,5.1,4.6
1999,5.8,5.8,5.9,5.5,5.8,5.9,5.799999999999999
1995,5.5,6.0,4.5,5.3,5.4,5.1,3.1
2004,5.7,5.8,5.0,5.8,5.2,6.1,6.5
2005,5.5,5.7,2.5,5.4,2.4,2.5,2.3
2014,7.7,5.9,7.7,5.9,5.9,5.9,7.7
1947,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1992,5.6,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2008,5.7,4.2,4.2,5.5,5.9,5.2,4.4
2019,5.9,6.1,7.7,7.0,6.7,4.6,7.7
1949,5.8,5.6,5.7,5.8,4.9,5.4,2.7
1933,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1938,6.0,5.8,5.8,6.1,5.8,5.9,5.8
2015,6.2,8.2,7.1,5.3,5.7,5.7,8.200000000000001
2008,6.2,5.6,5.5,5.0,5.0,6.0,5.3
2007,6.0,5.8,6.4,6.2,7.1,7.1,6.9
1981,5.0,5.7,5.5,4.8,5.5,5.4,4.6
2004,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2019,5.9,8.3,8.0,6.8,5.9,5.4,8.6
1977,5.5,5.7,6.5,5.7,6.2,5.7,5.7
2011,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1992,5.6,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1962,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2010,5.4,6.9,5.9,6.5,5.7,5.3,7.0
1982,6.0,5.8,5.8,5.6,6.2,5.4,5.800000000000001
2019,5.7,5.7,4.9,4.0,4.0,4.0,4.0
1932,6.0,5.7,6.4,5.8,6.0,5.8,5.8
1950,6.1,5.8,6.0,5.9,6.4,6.0,5.8
2004,5.6,5.8,5.8,6.0,6.5,6.6,5.8
1995,5.3,5.7,4.8,5.1,5.7,5.9,6.3
1985,5.9,5.8,5.0,5.4,5.6,4.9,3.6
1955,5.7,5.8,5.9,5.8,5.9,6.4,4.1
1937,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000004
1987,6.0,5.8,5.8,5.8,5.9,5.8,5.799999999999836
1957,6.0,5.8,5.8,6.0,5.8,5.7,5.800000000000003
1992,5.9,4.3,6.3,5.5,4.8,5.2,4.4
2017,6.0,6.6,6.1,4.8,6.1,5.1,6.5
2019,4.8,5.8,5.8,6.2,5.8,5.8,5.8
2004,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1993,5.8,6.2,5.0,5.8,5.8,5.7,5.9
2002,5.5,4.4,5.2,6.0,5.1,4.4,4.7
2017,6.2,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1959,6.0,5.7,5.2,6.0,6.3,6.0,6.3
2020,5.4,7.6,6.3,5.8,6.3,6.7,7.6
2000,5.4,5.8,5.2,5.7,5.8,5.9,5.8000000000000025
2001,5.6,5.8,5.8,5.8,5.7,5.8,5.799999999999836
1996,5.6,5.4,4.8,4.0,4.5,4.7,4.9
2019,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2020,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2015,6.1,6.4,7.2,6.2,7.1,5.6,6.6
1977,5.5,7.5,6.5,5.7,6.2,6.6,7.5
1960,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2005,6.0,8.2,6.9,6.0,6.0,7.8,8.200000000000001
2018,6.1,5.7,6.4,6.4,6.1,5.3,5.8
2017,5.8,5.8,5.8,6.2,5.8,5.8,5.800000000000008
2018,6.0,5.8,5.7,5.2,6.3,5.9,5.8
1954,6.0,5.8,6.2,5.8,5.8,5.7,5.8
1948,6.0,5.8,5.7,6.2,6.0,5.8,4.0
1995,5.3,4.8,5.2,5.3,5.6,5.7,4.7
2020,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2000,5.6,6.6,4.4,5.2,5.1,4.6,4.8
1949,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1974,6.2,5.7,5.9,6.7,6.8,6.4,7.1
1993,6.0,5.3,5.4,5.5,5.4,5.5,3.1
1972,5.9,5.8,5.5,5.7,6.2,6.0,5.800000000000003
1939,5.6,5.4,5.8,6.4,6.0,5.0,4.3
2015,5.8,5.6,4.0,5.2,4.0,4.0,4.0
1995,5.8,5.8,5.8,6.1,5.8,5.8,5.8
2008,6.4,5.5,8.0,8.0,8.0,8.0,8.0
2006,5.6,6.1,5.9,5.1,5.6,5.8,5.8
1994,6.9,7.6,7.4,5.6,6.5,6.1,6.3
1943,6.0,5.8,5.8,6.2,5.9,5.9,5.8
2013,5.7,5.5,6.2,5.9,5.9,5.9,8.2
1990,5.8,5.7,5.1,5.7,5.3,4.6,4.8
1975,5.5,6.8,6.3,6.8,6.3,5.9,6.0
1936,6.0,5.8,5.8,5.9,5.9,5.8,5.799999999999836
2019,6.7,5.8,5.3,5.8,5.8,6.6,5.8
1959,6.1,5.9,6.5,6.4,6.4,6.0,5.8
2006,6.0,6.4,7.2,6.1,7.2,7.2,7.0
2001,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1943,6.0,5.8,6.1,5.9,5.9,5.9,5.800000000000003
1976,5.5,4.8,6.0,6.0,6.8,6.4,6.3
1933,5.9,5.7,6.0,6.2,6.2,6.2,6.2
1974,5.9,6.2,5.9,6.8,6.3,5.6,6.4
1984,5.6,5.8,5.7,5.4,6.3,6.3,6.6
1979,5.5,5.7,5.7,6.1,5.9,5.3,5.3
2019,5.5,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2016,6.0,5.7,5.7,5.9,5.9,5.9,5.8
1998,6.2,5.8,5.6,6.8,4.5,4.5,5.7
2010,4.8,4.7,4.6,4.8,5.5,4.1,4.7
2018,6.0,6.2,6.4,7.8,7.8,5.5,7.8
1946,5.8,5.8,5.8,5.8,6.0,5.8,5.800000000000004
1938,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1957,5.7,5.8,5.8,5.8,5.8,5.7,5.8
2004,5.4,4.9,4.9,4.9,4.9,6.1,4.8
1934,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1991,6.0,6.0,7.1,7.0,7.0,7.0,7.0
1957,6.0,5.8,5.5,5.6,5.8,6.0,4.9
1972,6.2,5.4,6.2,5.9,6.4,6.2,6.2
1983,5.6,6.2,5.2,5.7,6.2,5.3,5.6
2002,5.8,5.8,4.9,5.0,5.1,5.5,5.8
1943,6.0,5.8,6.1,5.8,5.9,5.8,5.800000000000003
1974,5.9,5.8,6.1,5.8,5.9,5.4,6.4
2016,5.7,5.4,5.1,4.4,4.2,4.4,4.4
1995,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1954,6.1,5.8,5.8,5.9,6.0,5.8,5.8
1996,5.5,5.4,5.8,5.1,6.0,6.2,6.7
1984,5.6,5.8,5.4,5.8,5.8,6.2,5.8
1998,5.3,5.3,5.2,4.6,5.8,5.1,4.8
2019,5.9,5.8,6.6,5.9,5.9,5.9,5.800000000000004
2002,5.6,5.8,3.5,5.3,5.3,3.5,2.9
2007,6.2,5.1,5.8,5.3,5.0,5.3,5.1
2018,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1973,5.7,5.8,5.5,5.8,5.6,5.5,5.1
1994,6.0,5.8,5.8,6.0,6.3,6.5,5.8
1975,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1951,5.5,5.7,6.4,5.8,6.2,6.2,6.4
1973,5.6,5.8,5.8,5.4,5.8,5.9,5.800000000000006
1993,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1984,6.0,5.5,6.4,6.7,6.5,6.4,5.8
2004,5.5,5.7,4.6,4.6,4.6,4.6,4.6
1934,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2016,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1982,6.0,5.8,5.9,5.9,5.9,5.9,5.816666666666666
1998,6.0,6.6,5.9,5.4,5.5,6.6,5.9
2009,5.9,7.4,7.4,6.5,5.6,7.1,7.8
2006,4.1,6.2,4.9,6.0,6.2,4.7,6.2
2007,5.8,5.7,5.4,5.3,5.4,5.4,5.3999999999999995
2001,5.7,5.8,5.8,5.9,6.5,6.5,5.8
1994,5.6,5.7,5.3,4.1,4.9,5.8,3.1
2019,6.0,5.7,8.0,8.0,8.0,8.0,8.0
2014,5.4,3.6,4.1,5.6,4.1,4.1,4.1
1967,5.9,5.4,5.0,5.6,5.8,4.4,4.5
1956,6.1,5.8,5.8,5.8,5.9,5.8,5.799999999999836
2005,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1944,6.2,6.0,6.0,7.2,6.1,6.7,6.6
1952,6.0,5.8,6.3,5.8,5.8,6.5,5.800000000000007
2019,5.5,8.4,6.5,8.4,5.7,6.2,8.3
1995,5.7,5.8,5.4,6.0,6.0,5.8,5.8000000000000025
1992,5.7,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1981,5.6,5.8,5.2,5.7,5.6,5.9,5.8000000000000025
1983,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1950,6.0,5.8,5.8,5.9,5.8,6.0,5.799999999999836
2019,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1962,5.6,5.8,5.8,5.8,5.8,5.7,5.8
1955,6.0,5.8,5.4,5.6,5.8,5.9,5.8
2014,6.2,5.8,5.8,5.9,5.9,5.9,5.799999999999836
